Name,Class 10th Percentage (%),Class 12th Percentage (%),Mathematics-I [T],Applied Physics-I [T],Applied Chemistry [T],Communication Skills [T],Applied Physics-I [P],Applied Chemistry [P],Communication Skills [P],Engineering Graphics [P],Engineering Workshop Practice [P],Sports and Yoga [P],Semester-I (SGPA),Mathematics-II [T],Applied Physics-II [T],Introduction to IT Systems [T],Fundamentals of Electrical and Electronics Engineering [T],Engineering Mechanics [T],Applied Physics-II [P],Introduction to IT Systems [P],Fundamentals of Electrical and Electronics Engineering [P],Engineering Mechanics [P],Semester-II (SGPA),Computer Programming [T],Scripting Languages [T],Data Structures [T],Computer System Organisation [T],Algorithms [T],Computer Programming [P],Scripting Languages [P],Data Structures [P],Summer Internship-I,Semester-III (SGPA),Operating Systems [T],Introduction to DBMS [T],Computer Network [T],Software Engineering [T],Web Technologies [T],Operating Systems [P],Introduction to DBMS [P],Computer Networks [P],Web Technologies [P],Minor Project [P],Semester-IV (SGPA),E-Governance [T],IoT [T],Information Security [T],Advance Computer Network [T],Data Sciences [T],Renewable Energy [T],Summer Internship-II,Semester-V (SGPA),Entrepreneurship and Startup [T],Mobile Computing [T],Software Testing [T],Project Management [T],Artificial Intelligence [T],Mobile Computing [P],Software Testing [P],Major Project [P],Seminar,Semester-VI (SGPA),final_cgpa,Information Security [P]
Student_826,83.79,86.47,B,A+,A,C,A,B+,B+,C+,C,A,8.27,C,A+,C+,C+,A+,A,B,C,B+,7.88,B,B,C,C,C+,B,B+,C,C+,8.46,C+,C+,C,A+,C,C,B,A+,A+,C+,7.88,A+,C,B+,B+,C+,A,C+,6.06,B+,B+,C,A,A,C,A,A,C,7.69,,C
Student_827,63.58,92.75,B,A+,A+,B+,B+,B,C+,C,B,C+,9.17,A+,B,C,C,C+,B,C+,B,C,6.92,B,A,C,A,C,B+,A+,A,A,7.33,A+,B+,B+,C,B+,A,A+,C,C,B,7.98,A+,A,A,B,B,B,A+,9.07,B+,C+,B+,A+,B,B,C,A+,A+,6.6,,B
Student_828,94.02,89.3,B+,B,A+,B,B,A+,A+,A,C,C,8.83,A,B+,A,B+,A+,C+,B,C+,B+,8.23,B,C+,A,B,C,A+,A,C,A+,9.73,B,B,C+,B,A+,A+,C+,B+,B+,A,8.87,A+,A+,B,A+,B+,A,C,7.83,C+,C,A+,B,B+,C+,C+,B+,B,8.74,,C+
Student_829,84.74,74.33,B,A+,B+,B,C+,A,A+,A,B+,A,8.61,C+,A,A,B+,C+,A+,A,A,B+,6.48,C+,C+,C+,C+,A+,B+,C,B,C,6.87,A+,A+,A,A+,B,B+,A,C+,B,B+,9.73,B,B,C,A+,A+,B+,C+,7.71,C,A,C,A+,C,A,A,B,B+,8.27,,A
Student_830,62.62,77.87,B+,B,C+,C,A+,A,C+,B+,A,A+,8.51,A,C+,A+,A+,A,B+,A,B+,C,8.28,A,C,B,C,A+,C,A+,B,B+,6.69,A+,A+,A,B+,B,C,B,B+,A,A+,9.14,B,A,A+,C+,C+,B+,B,8.67,A+,C,A,B+,C,B,B,C+,C+,8.61,,B+
Student_831,82.16,61.9,C,A,A,A+,B+,A+,A+,C+,A,B+,8.73,B+,B+,B+,B,A+,A,C+,A,C,7.46,C,B+,A,B+,A,C,C,A+,B+,6.94,A,C+,A,A,C,C,C+,A+,B+,B+,7.78,C+,A,C,C,B,C,A,7.3,B,B+,C,A+,A+,B,C+,B+,C+,6.99,,A
Student_832,75.44,67.06,B+,B,A+,C,B+,A+,C+,B,A,C,9.75,C,B,A,B,A+,A,B,A,C+,6.59,C,B+,C,C,A+,B,B+,A+,A+,6.4,B,B+,B+,A+,B+,B+,B,A,B,C,7.24,A+,C+,B,B+,A+,C+,A+,8.2,B,C+,C,C+,C,C,C,C+,B+,6.63,,A
Student_833,74.78,71.79,C+,C,C,C+,C,A,B+,B+,C+,B+,8.49,B+,B,C+,B+,C,C+,C,C,C+,7.46,A,A,A+,C+,C+,C+,A+,B+,B,6.43,B+,A+,B,A,A+,C+,A,B+,A+,A,7.24,C+,B+,B,A+,C+,C+,C+,8.02,A+,C,C,B+,B,C,C,B,B+,8.7,,C
Student_834,71.24,62.32,C+,A+,C,B+,A,B+,C+,B,A,C,8.97,C+,A,A,B+,C+,B+,B+,C,B+,9.32,C+,A+,B,A,C,C+,A+,B,C+,8.27,A+,A+,A,A,A,A,B+,B+,C,A+,7.8,C,A+,A+,C+,A,B+,A,9.49,C+,A+,B,C+,A,B,A+,A,A+,6.1,,C
Student_835,82.65,89.35,A,B+,B+,B,C+,B,B+,A,C+,B,6.62,C+,A+,A,A+,A,C+,A,C+,C+,6.01,C,B+,C,A,A+,A,B,C,B+,9.05,C,C+,C+,B,B,B,A+,B,C+,A+,8.16,C,A,A,C,A,C+,C+,8.82,A,C+,C,A+,B,B,C,B+,A,8.91,,C+
Student_836,69.6,63.17,A+,C,C,C,C+,A+,B,C,B+,C+,6.03,C+,A,B,C,B,B,A,A,B,8.66,B+,A+,A+,C,B,A,C,A+,B+,7.91,A+,B+,C+,A,B+,C+,B+,B+,A,B+,6.74,B,B+,A+,B,A+,A,C,6.12,C,C+,A+,B,C+,A+,B+,C+,A,9.52,,A
Student_837,86.14,66.6,B,C,A+,C,C+,A+,A+,A+,B+,B,8.16,A+,B,A+,C,B+,C+,A+,A+,C,9.52,C,A+,C,B,B+,A+,A,C+,C,7.33,A+,B+,C+,B,C+,A,A,B,C+,C+,8.31,A+,C,A,C,A+,A,B+,8.3,C,B,A+,C+,B+,A+,B+,B+,B+,6.58,,A+
Student_838,75.89,93.56,C+,B,A,A+,C,B,C,B+,A+,B+,8.2,B+,A,C+,A+,C,C,C,C,C,6.45,C+,C,A+,C,A+,A,C,B+,A+,6.16,C,A,C+,A,C+,C+,C+,C+,C,C,8.29,B,B,A,B,B,C+,A+,8.27,B+,B,A,B+,B,C,B,A+,A,7.29,,C
Student_839,72.92,90.4,A,C,C,B,B,C+,B+,A,A+,A+,7.1,B+,A,B,C,B,A+,C,B,B+,6.4,A+,B+,B,A+,C,A+,B,A+,A+,8.99,A+,C+,A,C+,C,B+,A,C+,A,C,6.65,B,B+,A,C,A,B,A,8.84,A+,C+,C+,C,A+,C+,A,A+,C+,7.61,,B
Student_840,64.24,81.14,B+,C,C+,A,A+,B,B,B+,C,C+,9.65,B,C,C,B+,A,A+,B,C,B,7.98,C,B,C+,C,B+,B+,B,C,C,6.11,B,A+,C,A+,C,A,C+,A+,A+,C,8.9,B,C,B,A,A+,C,B,7.86,B,A+,B,A+,B,B,B+,B,C,6.04,,C
Student_841,79.66,79,B+,C+,B,A+,A,C+,A,B,B,A,7.86,C,C,A+,B+,C+,A+,A,A,B+,7.98,B+,C,C,B+,C+,A+,C,B+,B,7.74,B,C+,B,A,A+,B+,A,A,A,B,7.32,B,B,B,A,B,C,C,9.37,A+,A+,A+,B,A+,A+,B+,C,B+,7.19,,A
Student_842,77.04,77.17,C+,C,A+,A,B+,C,C+,B,C+,C+,8.94,B+,B,B+,A+,C,C,C+,C+,B,6.16,C,C+,C,A,B+,C,B+,C+,A,8.91,A,C+,C+,A,C+,B+,B,C+,B+,C,8.78,A,B,B,A+,B,B+,C,9.2,A,C+,A,A,B+,A,C+,B,A,7.1,,C+
Student_843,68.27,84.24,B+,A+,B+,A,A,B+,A+,C+,B+,A+,9.65,A,C,B,C+,B,A,C+,A,B,6.81,C+,A+,C,A,A,A,B,B+,B,8.22,A,B+,C,C+,A+,B+,B,B,B+,A,6.26,C+,C+,C,B+,C+,A+,C,7.15,B,B,C+,A,A+,A+,C,B+,C+,9.1,,A
Student_844,70.48,62.41,C+,C+,A,C,C,B+,C,B,B,A+,8.93,C+,C,C+,B+,A,B,A,B,A+,7.29,C+,C,C+,C,B+,B,A+,C+,C+,6.75,A,A,B,C+,A,B+,C+,B,C,A+,8.6,C,C+,C+,B,A,B+,C,8.37,A,C+,C,A,C+,A+,A+,A+,C+,7.04,,B
Student_845,71.12,77.76,A+,C+,B,C,B,B,A+,C+,B+,A,9.17,A,C,A,C+,A+,B+,C,C,B+,7.69,A+,B+,C,B+,B,B+,A+,C+,A+,6.76,B,A+,C+,B+,C+,A+,A+,A+,C+,C+,7.3,B+,A+,C,B,C+,B,B,8.18,A+,C,C+,A,A+,A+,C+,B+,B+,7.54,,C
Student_846,71.8,73.78,A,A+,B+,C+,C,C+,A,C,B+,A+,9.15,C,A,B,A+,A+,C,A+,A,B+,9.23,C+,C,B,A+,B+,C+,B+,B,B+,7.77,C,C,B+,C+,B,C+,C+,C,B,A,8.1,B+,C,A,C+,C,B+,B+,6.41,C,B+,A+,B+,B,C+,A,A,B,6.3,,A
Student_847,67.44,82.75,B+,B+,B,C,A+,B,C+,C+,B+,B+,9.37,C+,C,C,C+,A,B+,C,B+,C,8.04,B,C+,B,A+,C+,C,B+,C,A,6.04,B+,A+,B+,A+,A,A+,C,B,A+,A+,8.74,C+,A+,C,A,A,B+,A+,7.54,A+,B+,A+,C+,B+,C,A,A+,B+,7.73,,B+
Student_848,94.42,85.22,A+,C+,C,B+,C,B+,C,B+,C+,C+,8.96,B,A,B,C,B+,A+,C,C+,C,6.42,B,B+,B+,A,C,A+,C,C+,A+,7.73,C,A,C,C,C,B,B+,C,A,A,9.77,C+,C,B,A,C+,C,A,8.99,B+,A,B+,A+,A,A+,A,B,B+,9.46,,C+
Student_849,71.96,91.58,A+,B,C+,A+,A+,C,B+,B,A,B+,6.8,A+,C+,B+,C,B,B+,A+,C,C+,7.74,A+,C,B,B,C,C,C+,C+,A,9.39,A,C+,C+,B,C+,C,B,A,C,C+,7.07,A+,B+,B,C,A+,A+,A+,6.49,B+,A+,C+,B+,C+,A+,B+,B,C+,9.12,,C
Student_850,63.54,62.44,A+,C+,A+,A,C,C+,A+,B,B+,B,8.48,A,C,B,A,A,B+,C+,A+,B+,7.05,B,A+,B,B,B,C+,B,A,C,6.69,A,B,A,B,B+,B,B,C+,C,B+,9.52,C+,C+,B,B,A+,C+,C,7.09,B+,B,C+,C+,A,B,C,A,B+,6.33,,A+
Student_851,67.99,61.49,C+,B+,C+,A,C,A,A+,C+,B,C,7.35,B,C+,C,B,A+,B,C,B,C+,9.7,B+,A+,A+,A+,B,A+,B+,C,C+,7.2,B+,B+,C,B+,A,C+,B+,B+,C,A+,8.07,B+,A+,A,A+,B+,B,B+,6.83,A+,B,B+,A+,C,B+,C+,A,C,6.98,,B
Student_852,75.33,67.33,C,A+,A+,B+,C+,C,C,A+,B+,A,9.12,A,A+,A,B,A+,B+,B+,B+,A,6.74,B+,A,C+,C+,A+,B+,C+,C,C,9.49,C+,B,B,B,A+,B+,A+,A+,B+,A+,8.36,B+,B,C,A,C+,B+,B,8.44,A,B,C+,B,B+,C,A+,B+,C,6.51,,B+
Student_853,67.36,78.47,A,A,B+,A,C+,C,A,A+,B+,A+,9,C+,A+,B,B,B,C+,A+,A,B+,6.33,B,A,B,B+,C+,C,A,B+,C,7.3,C+,C,C,B+,A+,A+,B+,A,B+,B+,7.68,C,A+,B+,C,A,B,A+,6.35,A+,C+,A,B+,A+,B+,A+,B+,C,8.67,,A
Student_854,77.43,85.39,B+,A+,C,C+,A,C+,B,B,C+,B,9.79,B,C,A,A+,A,C+,B+,A,A+,7.8,A+,B,B+,C+,C,C+,B+,C+,C+,7.02,A+,A,B+,B,C,C,A,C+,C,C,6.48,A,C,C,A,B+,C+,A+,8.89,A,A+,B+,A+,B+,C+,B+,C,B,6.91,,A
Student_855,82.63,93.91,C+,B,A+,C,A,A,A,A+,B+,C+,9.51,C,A+,C+,A,B+,A+,C+,B+,C+,7.74,B,C,A,B,B+,C+,B,C+,A,9.14,C+,B+,C+,C,B+,C+,B,A+,A+,B,6.24,C+,A,B+,B,B,B+,C,6.77,C+,A+,B,B,C,B,C+,A+,A+,9.31,,B+
Student_856,83.25,81.75,A,B+,C+,A+,B,C+,C,A+,C,B,8.26,B+,B,A+,A,C,C,A+,A,B,8.96,A+,C,B+,A,C,C,B+,B+,B,6.63,B+,A,A+,B,C,A+,A,A+,B,B+,7.25,A,C,B+,C,B,B,B,6.32,A+,A+,C,B+,B+,A,C+,B,B+,7.56,,A
Student_857,74.27,87.44,A,C,B,C,C,C+,A,A,A+,A+,6.31,A,A+,A+,A+,C,B,B+,A,B,9.78,C+,A,A+,A+,A+,C+,A,C+,B,6.37,B,B+,C,C,B+,C+,A,A,A+,B+,7.4,A,B,C+,B,C,A,A+,8.98,B,C,C,A,B+,B+,B+,A,C,7.71,,A
Student_858,74.18,72.5,A+,B,B,C,C,B+,B+,B,A+,A+,6.36,C,B+,B,A,C,C,C,B,B,7.08,B+,A+,A,C+,A+,A,A+,A,B,6.15,A,C,B,A,C+,C,C+,C+,B+,C,6.41,B+,B,C+,B,B,C,A+,7.3,A,C,C+,A+,B+,A,B+,C+,A,8.07,,B
Student_859,68.1,76.72,C+,B+,A+,B,B+,B,C+,B,B+,C+,6.88,B,B+,B,A+,B+,B+,B,B+,B,6.27,B+,C+,A,B,A,C,A,B+,B+,7.61,A+,B+,C,C+,B+,B+,A,C,C,C,9.52,A+,C,C,A,B,C+,B+,7.06,C+,C+,A+,A+,A+,A,C+,C+,B+,9.73,,B+
Student_860,66.35,91.93,C,C,A,B+,A+,A+,A+,B+,A+,B+,8.75,B,C+,C,B,B+,B+,A+,C,A+,9.06,A+,C,B,B+,A,C,C,A+,B+,6.04,B,A,A,B,A+,A,B+,A+,C,B,8.64,C,A+,A,B,B,C,C,8.52,A,A,A,C,C,A,A+,B,A,9,,C
Student_861,93.43,81.26,B+,A,C,B,B+,B,B+,C+,B,A,8.12,C,B+,A,A+,B+,C+,C,B+,C+,7.34,C,C+,A,A,B+,A,C+,B+,A,6.65,B,B,C+,B+,A,A,B,A,A,B+,6.1,B,C+,A+,C+,A,C,B,7.44,A,B,C,B+,B,C,B,B+,B+,6.19,,B+
Student_862,83.07,82.42,C,A,A+,C+,C+,C+,A,C+,A+,C,9.18,C+,B+,A+,C,B,A,A+,C,A,6.37,B+,A+,B+,C,A+,C,C,A+,C+,6.84,B+,B,B,A,C+,A+,C,A,B,C+,7.3,B+,B+,B+,A,C,B+,C+,6.22,B,C+,B,B+,C+,B+,A,A+,A,6.34,,C
Student_863,85.49,64.45,B+,A,A,A+,A+,B+,A+,C+,B,C,7.39,B,C,A+,A+,B+,C,A,A+,A,8.19,B,B+,B,B,A,C+,C+,C+,B+,7.56,B+,C,A,A,C,C,A+,A,C+,B,6.19,B,C,A+,A,C+,A+,A,7.88,C+,B,C+,C+,C+,C+,A,C,A+,8.06,,A+
Student_864,68.47,70.99,B,C,C+,C+,C+,C,C+,B+,C,C,6.3,C+,C,C+,B+,C+,B,A+,B+,A+,8.17,A+,C+,C+,C,B,C,A+,B+,B+,9.13,C+,B+,B,A,A,B,A,A+,A,A+,7.25,B+,B+,B,B+,B,B+,B,8.27,A,C,C,A+,A+,B+,C,B,A,7.95,,B+
Student_865,78.81,62.91,C,B,A,C,C,B,C+,A,B+,B,6.98,B,B+,C+,B,B+,C,B+,A,C+,9.12,C,A+,B,C,C+,A,A+,A+,B+,9.61,C,B,B+,A+,C,B+,A,B,A,A,9.12,A+,A+,C,B,B,B+,B,7.59,C+,B+,C,C,B+,B+,B+,B,A+,9.56,,A
Student_866,71.58,60.33,A,B,B+,C,B+,B+,A,B+,A,C,8.59,B,B+,A+,A,C,C,C,A+,A+,6.26,C+,A+,A+,B+,B+,C,B,B+,B,8.97,B,A,B,C+,B+,A,C,A+,C,A,7.4,C+,C+,A+,C+,B,C,C,7.43,A,C,A,B,C+,A,B,B+,B+,9.6,,A+
Student_867,84.88,77.34,A+,C+,C+,B+,C+,A+,B+,C,A+,A,7.51,C+,C,A+,C+,C,A+,C,A,B,8.62,A,B+,B,B,A,B+,A+,B+,C+,9.52,A+,B+,B,B,C,A+,A,C,A,A+,7.05,A,A+,C,A,B+,A,A,8.07,C,C,B+,B,C,B+,A+,A,C,6.94,,A
Student_868,67.61,72.94,B,A,C+,C,A,A+,C,A+,A+,B,9.28,A,A+,C,C,B,A+,C+,A+,C+,6.28,C,C+,B+,B+,C,B+,A,B+,B+,6.41,A+,B,C+,B,B,A+,A,A,B+,A+,7.78,C,B,B+,B+,B,A+,B+,8.29,A+,B,A,A,A+,A+,A+,B+,C,8.31,,A+
Student_869,93.48,87.5,B,C,C,C+,B,B,B,B+,C+,A,7.48,B+,A,C,C,A+,B+,A+,B+,B+,9.68,A,B,C+,B,A,B,B,C+,A,9.1,C+,B+,B,C+,B,A,B+,B+,B,A+,6.74,C,B+,B+,B+,C+,A,C,7.7,C+,A+,C+,C+,B+,A,A,B+,C,7.15,,B+
Student_870,84.27,82.03,B,A,A,A,A,A,A+,A,B,B,6.74,C,B,C,A+,A,A,A+,B+,C+,9.76,C+,C+,C,B+,B+,B+,A,A,A,8,C+,A+,C+,B+,B,A+,C,A+,B+,A+,8.72,A+,C+,B,B,C,C,A+,9.2,B,C+,A,A+,A+,A,B,B+,B+,9.29,,B+
Student_871,72.23,75.05,A,B,B+,C+,C+,A+,A+,C+,B+,A+,6.8,A,B,A,A+,C,A,B+,B+,A,8.06,A+,B+,C+,B,B+,C+,A+,C+,B,9.03,A+,C+,A,C+,A,B,C+,A,C+,B,8.88,A+,A+,B+,C,B,B+,A,7.81,B+,B,A,B+,A+,A+,C,C,A+,7.97,,B+
Student_872,64.98,83.68,C,A,B,B,A+,B+,A+,A,C,A,8.61,B,A,A,C+,B+,B+,A+,C,A+,7.9,C+,B+,A+,C+,C+,B+,B,C+,B+,8.73,A+,C,B+,A,A,A+,B+,A+,A+,C+,9.32,A,A+,A+,A+,B,C,C,8.77,A+,A,A+,C+,B+,B+,B,C,B+,6.36,,C
Student_873,71.53,63.28,B,B,A,C,A+,A+,C,A+,C,A,7.32,A+,B,A,C,B,C+,B,A,A,8.88,A+,C+,B+,C+,B,B,C+,A+,C+,6.76,C,C+,A,B+,B+,B+,A,B+,C,B,8.18,C,C,C,B+,A,A+,C,6.71,B+,A,B+,C+,C,B+,C,C+,C+,8.44,,A
Student_874,69.02,84.8,A,B,A,B+,B,C,B+,C,C,C+,6.82,A+,B+,A+,A,C+,A,C+,B,C,9.52,B+,B+,B,C+,A+,A+,A+,A,A,9.57,A,A+,B,A+,C,B,C+,A+,C,B,7.3,A,B+,B,A+,B,B,A,7.14,C+,B,B,C,B,C,B+,C,C,6.89,,B
Student_875,74.52,76.65,A,B,A+,A+,B+,A,A+,C+,C+,B,6.99,C+,C,A,A,C+,A,C,A,B,9.72,A+,B+,C,C,A,B+,C+,A,A+,9.02,C,A,A+,C+,A,C+,C+,C,C,A+,8.1,C+,A+,B+,C,B+,B+,A+,6.23,A,B+,A,B+,B,C+,A+,B+,A,7.22,,A
Student_876,91.87,77.97,C+,A+,C+,C+,B,C,B,A+,A+,B+,8.73,C,C+,B+,B,B,C,B+,A,A+,6.95,A+,C+,B+,A+,B+,B+,A+,B+,C+,8.1,B,C+,C,A,C+,A,C+,A,A,A,8.18,B,B+,C,C,B,C,A+,7.49,A,C,A+,A+,A,C+,B,B+,C,6.09,,A
Student_877,73.65,78.38,B,A+,B,B,C+,B+,A,B,A,C,6.04,B+,B+,A+,B+,A+,A,A,C+,A+,6.26,C+,C,C+,B,C,C,A+,A,A,6.24,A,B,C,C,A,C,B+,B+,B+,C,7.48,C,C,A+,A,A,C+,B+,7.2,A,A,B+,B,C+,A,A,A+,A,8.72,,C+
Student_878,65.43,70.95,B+,A+,A,B+,B+,B+,A+,B,A+,B+,6.7,A,A,B+,A,A,B,B,C+,C+,6.71,A,B,C+,A,A+,A+,C,C+,C+,7.57,A,B,A+,C,A,B+,C,C+,A+,C+,6.02,B,A,B+,A,B,B+,C,6.18,C+,C+,A,A,C,A+,C+,A+,A+,7.39,,C+
Student_879,62.82,65.19,A+,C+,C,B+,A,C,A,A+,B+,A+,7.83,B+,A,C+,C+,C,C+,A,B+,A,7.71,B+,A,A+,B+,C+,C,B,C+,B+,6.89,A,C,C,B,A,A+,B+,A,A,A,8.6,B,A,A+,C,C,C+,A+,9.49,A+,B+,B+,A+,C+,A+,C+,A,C,8.76,,B+
Student_880,77.43,92.65,C,B+,C+,B,C+,C+,B+,B,B+,B,8.79,C+,A+,B+,A+,C,A,C,B,A,6.95,C+,A,A+,A+,A+,B,C+,B+,C+,7.73,A,A+,B+,B+,A,B+,C+,C,A+,A,8.59,C,C,C+,C,B,C+,B,8.84,C,B+,C+,C,A,C,C,C,A,7.96,,B
Student_881,79.82,67.73,C,B,C+,C,C,C+,C+,A,A,B+,9.07,C,A,C,A+,A,A+,A,A,B+,6.23,B+,C,B+,B+,B,A,B+,B+,A+,7.82,C,A,A+,C+,C+,C+,A+,C,C+,A+,7.95,C,B+,A+,A+,A,A,B,8.49,A,C,B+,A,C,C,C,C,B+,6.45,,A
Student_882,61.31,62.42,C+,A,A+,A,B,C+,C+,C,A+,B,7.01,C+,B+,C+,A,C,C,A+,C,B,6.6,C+,B,B+,C,B+,B+,A+,C,A,9.15,A+,C+,B+,A,B,A+,B,B+,B,C+,9.23,C,A+,B+,A+,C+,A,B,8.76,C,C+,C,A+,A+,A,B+,A+,B,9.73,,C
Student_883,64.49,69.65,B,A,A+,A,C+,C,B,B+,C,A,8.94,C+,A,B,C+,A,A+,B,B+,C+,6.82,A+,C+,A+,B,C+,B,A,A+,B+,6.78,C,C,A+,C,A+,C+,C+,B,A,C+,8.73,B+,B+,A,A+,A,A+,B+,8.28,B,C,A,C+,C,A+,C,A+,B+,7.71,,B+
Student_884,66.15,69.2,A+,A,A+,A,A,A,C+,C,B,A+,7.04,B+,C+,B+,A+,A,C,B+,B,C+,6.88,B+,B+,B,C+,C,A,A+,C+,B+,7.21,C,A+,B,B+,C,A,A,A+,B+,A+,8.6,A+,B+,C+,B,A+,A+,A,7.03,B+,B,B,C+,A,A,C+,C+,B,7.22,,B
Student_885,85.75,90.48,B,C+,C+,B,C+,B+,A+,A,C,A,8.56,A+,A,B,B,A+,B+,B+,B+,C+,9.74,A,C,C+,C,A,C,A,C+,A,7.62,A,C,C,B,A,A,A+,C+,B,C+,7.53,B+,C,C+,C,A,A+,C,7.47,A,B+,B+,C+,B,A,A+,B+,B,8.52,,B+
Student_886,78.05,80.53,B,B+,B+,B+,C+,A+,B,A+,A+,A+,8.32,A+,C,B+,A+,A,A,A,C+,C+,6.32,C,C+,C+,B,C,B+,C+,C+,C+,6.32,C,A,C+,C,A+,C,A,C,A+,C+,7.43,A,C+,A+,C,C,C+,B,9.33,A,A+,A+,C,B,C+,A+,C+,B+,6.82,,C+
Student_887,65.33,68.02,C,C,C,C+,A,B,B,B,C,B,8.25,C+,A+,B,C+,C,A+,A+,B+,B,9.65,C+,A,C,C,C,A,A+,C+,B+,7.43,A,C,A+,A+,C,B+,C,C,C+,C,7.21,B,B+,C,B,A,C+,B,8.95,C,B,C,A+,A,B,A+,B+,B+,7.59,,B+
Student_888,65.29,74.35,B,B,C+,C+,A,B,C,B+,B,C+,9.02,C,A+,C,C+,A+,B,B,A,B,8.04,A,A,C+,C,A+,A+,C+,B+,B+,7.04,A,B,C+,B+,C,B+,A+,A,C,C,7.1,B+,A,A,A+,A,B,C+,8.56,B,B,B,A,B+,C+,A+,C+,B+,7.65,,A
Student_889,89.71,81.95,C,A+,B,C,B,A,A,A,B+,B,6.22,B+,C+,A+,A+,C,B+,A+,B+,A,7.86,C+,A,B+,B,B,C+,C+,B,B,6.42,C+,C,B,C,B+,A+,C,A+,C+,B,8.88,C+,C,A+,C+,C,A,B,6.82,C,B+,A+,B+,C+,B+,C,B+,C,9.05,,B+
Student_890,87.72,77.49,C,B,A+,C+,C+,A+,B,B,C+,A,9.72,C+,C+,A+,A+,C+,C,B,B+,B+,9.42,B,A,C+,C+,B,C,B,B,A,6.78,C,A+,A+,B,C,B,B+,B+,B,B,6.99,C,B+,B,A,B+,A,B+,8.53,A,C,A,C+,A,B,C+,C,B,7.1,,B+
Student_891,68.96,77.94,B,C,B,B+,A+,A,B,C+,C,B,9.7,C+,B+,C,B+,A+,B,C+,C+,C,7.47,A+,A+,B,C,B+,B,A+,A,A,7.18,B+,C,A,A,B+,B+,A,B,A,C,9.53,C+,C,A+,B+,B+,C,B+,6.36,A+,A,B,B,A,B+,C+,B,A,8.27,,C+
Student_892,87.62,91.67,B,C,B+,B+,A+,A,B,C+,C,B+,8.92,B+,A+,B,C+,B+,B+,A,A+,C,8.26,A,C+,B,C+,B+,C+,A,A,A,7.22,C+,C+,B,C+,A+,C+,B,B,B+,A,8.32,A+,A+,A+,A+,B,C+,A+,7.82,C+,B,C,A+,B+,A+,B,B,A,8.89,,A+
Student_893,77.18,73.76,B,A,B+,A,A+,A,A+,B,A+,B+,9.56,A,A+,A+,B+,A+,B,A+,B,C,8.56,B+,C,A+,C+,C+,C,B+,B+,B+,6.73,A,B+,A+,A,C+,C+,C,A+,C+,A+,7.35,A+,B+,B+,A+,C,B+,B,6.87,C,A+,C+,C+,C+,C,B,B+,C+,8.46,,B
Student_894,60.71,64.15,B+,C+,B,C,A+,A+,A+,B,C,B+,7.3,A,B+,C,C,A+,A+,A,B,C,8.85,C+,B+,C+,B,B,C+,A,C,A+,7.96,A+,C+,B,A+,A+,A,B+,C+,B+,C,7.12,A+,C,A,C+,A+,A,B+,6.89,A,A,C,A+,A+,B,C,C+,C+,8.86,,B
Student_895,76.05,87.47,C,B+,A+,B,A+,C,C+,C,C,A,8.34,C+,B+,B+,B,A+,A+,B,B,A+,6.21,B,B+,C+,C,C+,C,C,B+,C,7.46,B,B+,C+,B,C,B,C+,A+,B+,A+,6.12,B+,A,B+,A,B+,B,B+,8.55,B,A+,C,C+,A+,A,C+,B+,B,9.06,,B
Student_896,84.78,64.61,C+,C,B,C+,B,C,B,C+,A+,C+,8.36,B,C+,C+,C,A+,A,B,B,B+,7.76,B+,A+,B,A,A+,A+,C+,A,C,7.83,A+,B,B+,B,C+,A,C,B+,A+,B+,8.06,C+,C,A+,C,A,A,B,7.15,B,C,A+,A+,C+,B+,C+,A,A+,9.28,,B
Student_897,94.01,80.31,B+,A+,B,B+,A,A,B+,A,B,A+,9.61,C+,B+,B+,A,A+,B,A,A,A,7.63,C,A,C+,C,C+,C+,A,C,C,9.4,C,A,A,A+,A+,C,B,B,B+,A+,6.67,A,B,A,C+,A+,C,A,8.88,C,B,B,A+,A+,A,B,B,B,9.07,,A
Student_898,87.22,90.73,A+,B,A,A+,B+,B+,B,A+,A,B+,6.46,C,C,B,A+,A,B+,B+,C,A+,8.45,A,B,C+,A,B+,B,B+,B,A,6.69,C,C+,A,C,A,A+,C+,B+,B,B+,7.49,A+,C,C+,C,B,B+,A,6.63,B+,A,A,A+,C,A+,B,A,A,8.07,,C
Student_899,85.64,68.38,B,A,C+,C+,B+,A+,A+,B+,A+,B+,8.72,C+,A+,A,B+,C+,B+,A+,C,A,7.07,A+,B+,A,C,A+,B+,C+,A,C,7,C+,B,A,A,C,B+,C+,B,A,A,6.47,C,C+,C+,B+,A+,B+,B,6.21,C+,A+,A+,A,C+,A,A,C+,A,9.34,,C
Student_900,66.55,93.17,C,C+,C+,A+,B+,B,B+,A+,A+,C+,8.49,B+,A+,A,C+,B,C+,B,B+,A,6.44,A,A,C,A,C+,C+,B+,C+,A,9.25,A+,B+,B+,A,C+,B,A,B,A,B+,6.88,B,A+,B,A+,A,B+,C+,8.51,C,B,B+,A+,A,A+,C+,A+,A,8.26,,B+
